Episode number,Title,Statement info,Content warning,Episode blurb,['Fears']
1,Angler Fish,"Statement of Nathan Watts, regarding an encounter on Old Fishmarket Close, Edinburgh.","Alcohol use & drunkenness; Smoking; Human remains; Body horror; Discussions of: Abductions & missing people; Mentions of: Death, emetophobia, injury, food, hallucinations; SFX: Brief static","�I had decided that if this weirdo wanted a cigarette, they were going to need to come out of the creepy alleyway. They didn�t come closer, didn�t make any movement at all except for that damn swaying. For some reason the thought of an anglerfish popped into my head, the single point of light dangled into the darkness, hiding the thing that lures you in.�",['The Stranger']
